"Id","item_id","class","name"
"1225","100000059","material","渡火南瓜帽原胚"
"1226","100000060","material","渡火南瓜戒原胚"
"1227","100000061","material","精锻用魔石"
"1228","01040002_0","equip","焦灼南瓜衣"
"1229","01040002_1","equip","渡火南瓜衣"
"1230","01062054_0","equip","焦灼南瓜裤"
"1231","01062054_1","equip","渡火南瓜裤"
"1232","01072012_0","equip","焦灼南瓜鞋"
"1233","01072012_1","equip","渡火南瓜鞋"
"1234","01002699_0","equip","焦灼南瓜帽"
"1235","01002699_1","equip","渡火南瓜帽"
"1236","01112000_0","equip","焦灼南瓜戒"
"1237","01112000_1","equip","渡火南瓜戒"
"1238","01040002_2","equip","中级焦灼南瓜衣"
"1239","01040002_3","equip","中级渡火南瓜衣"
"1240","01040002_4","equip","高级焦灼南瓜衣"
"1241","01040002_5","equip","高级渡火南瓜衣"
"1242","01062054_2","equip","中级焦灼南瓜裤"
"1243","01062054_3","equip","中级渡火南瓜裤"
"1244","01062054_4","equip","高级焦灼南瓜裤"
"1245","01062054_5","equip","高级渡火南瓜裤"
"1246","01072012_2","equip","中级焦灼南瓜鞋"
"1247","01072012_3","equip","中级渡火南瓜鞋"
"1248","01072012_4","equip","高级焦灼南瓜鞋"
"1249","01072012_5","equip","高级渡火南瓜鞋"
"1250","01002699_2","equip","中级焦灼南瓜帽"
"1251","01002699_3","equip","中级渡火南瓜帽"
"1252","01002699_4","equip","高级焦灼南瓜帽"
"1253","01002699_5","equip","高级渡火南瓜帽"
"1254","01112000_2","equip","中级焦灼南瓜戒"
"1255","01112000_3","equip","中级渡火南瓜戒"
"1256","01112000_4","equip","高级焦灼南瓜戒"
"1257","01112000_5","equip","高级渡火南瓜戒"
"1258","100000062","material","常燃南瓜火种"
"1259","02001526_1","consume","矿泉水(绑定)"
"1260","02022258_1","consume","椰汁（绑定）"
"1261","02003000_1","consume","生命恢复药水(绑定)"
"1262","01442015","equip","黄金雪板"
"1263","04000053","material","狼人脚趾甲"
"1264","04000054","material","白狼人脚趾甲"
"1265","04000055","material","小黑雪人皮"
"1266","04000056","material","黑雪人的角"
"1267","04000057","material","黑企鹅王的嘴"
"1268","04000069","material","僵尸丢失的臼齿"
"1269","04000076","material","独眼蝙蝠之翼"
"1270","04000078","material","小猎犬的尖牙"
"1271","04000079","material","猎犬的尖牙"
"1272","04000080","material","火焰猎犬的项链"
"1273","04000081","material","火精灵的火精"
"1274","04000082","material","僵尸丢失的金齿"
"1275","01050068","equip","红天上之衣(男款)"
"1276","01050069","equip","褐天上之衣(男款)"
"1277","01050070","equip","黑天上之衣(男款)"
"1278","01072155","equip","紫飞魂鞋"
"1279","01072156","equip","黑飞魂鞋"
"1280","01072164","equip","蓝箭魂鞋"
"1281","01072165","equip","黄箭魂鞋"
"1282","01072166","equip","绿箭魂鞋"
"1283","01312011","equip","花灵之斧"
"1284","01050075","equip","红宫衣(男款)"
"1285","01050076","equip","蓝宫衣(男款)"
"1286","01050078","equip","黑宫衣(男款)"
"1287","01002338","equip","赤龙头盔"
"1288","01002339","equip","蓝龙头盔"
"1289","01002340","equip","黑龙头盔"
"1290","01452012","equip","青龙弓"
"1291","01452013","equip","朱雀弓"
"1292","01452014","equip","黄虎弓"
"1293","01060104","equip","蓝色霹雳裤"
"1294","01060105","equip","褐色霹雳裤"
"1295","01060106","equip","粉色霹雳裤"
"1296","01060107","equip","红色霹雳裤"
"1297","01040115","equip","蓝扣带护甲"
"1298","01040116","equip","褐扣带护甲"
"1299","01040117","equip","紫扣带护甲"
"1300","01040118","equip","红扣带护甲"
"1301","01072206","equip","杰斯特鞋(蓝)"
"1302","01072207","equip","杰斯特鞋(绿)"
"1303","01072208","equip","杰斯特鞋(红)"
"1304","01072209","equip","杰斯特鞋(黑)"
"1305","01072192","equip","蓝扣带靴"
"1306","01072193","equip","褐扣带靴"
"1307","01072194","equip","紫扣带靴"
"1308","01072195","equip","红扣带靴"
"1309","01052125","equip","高军服"
"1310","01462013","equip","黑暗弩弓"
"1311","01302032","equip","烈焰之剑"
"1312","01312009","equip","猛禽斧"
"1313","01402011","equip","无极剑"
"1314","01041100","equip","紫朱雀之甲"
"1315","01041102","equip","粉红朱雀之甲"
"1316","01061099","equip","紫朱雀之裤"
"1317","01061101","equip","粉红朱雀之裤"
"1318","01472027","equip","绿闪电甲"
"1319","01472028","equip","蓝闪电甲"
"1320","01472029","equip","黑闪电甲"
"1321","01322020","equip","黄金暴风锤"
"1322","01002271","equip","绿十字帽"
"1323","01002272","equip","蓝十字帽"
"1324","01002273","equip","紫十字帽"
"1325","01002274","equip","黑十字帽"
"1326","01051066","equip","红宫衣(女款)"
"1327","01051067","equip","蓝宫衣(女款)"
"1328","01051068","equip","绿宫衣(女款)"
"1329","01051069","equip","黑宫衣(女款)"
"1330","01041105","equip","绿隐者之服(女款)"
"1331","01041106","equip","红隐者之服(女款)"
"1332","01041107","equip","黑隐者之服(女款)"
"1333","01051065","equip","黑飘云之衣"
"1334","01061104","equip","绿骷髅皮裙"
"1335","01061105","equip","红骷髅皮裙"
"1336","01061106","equip","黑骷髅皮裙"
"1337","01072309","equip","扬波"
"1338","01402004","equip","青云剑"
"1339","01002281","equip","褐天空之帽"
"1340","01002282","equip","蓝天空之帽"
"1341","01002283","equip","紫天空之帽"
"1342","01002284","equip","白天空之帽"
"1343","01002285","equip","红天空之帽"
"1344","01050092","equip","绿祭司长袍"
"1345","01050093","equip","蓝祭司长袍"
"1346","01050094","equip","红祭司长袍"
"1347","01050095","equip","黑祭司长袍"
"1348","01051082","equip","红色高丽贵妇袍"
"1349","01051083","equip","蓝色高丽贵妇袍"
"1350","01051084","equip","绿色高丽贵妇袍"
"1351","01051085","equip","黑色高丽贵妇袍"
"1352","01382013","equip","烈焰之杖"
"1353","01472018","equip","钢铁手甲"
"1354","01472019","equip","赤红手甲"
"1355","01472020","equip","黑手甲"
"1356","01002030","equip","银制战帽"
"1357","01002100","equip","旧青铜诺曼头盔"
"1358","01072161","equip","紫龙皮鞋"
"1359","01072162","equip","蓝龙皮鞋"
"1360","01372015","equip","天使之翼"
"1361","01372016","equip","凤凰短杖"
"1362","01041098","equip","紫暴风甲"
"1363","01041099","equip","红暴风甲"
"1364","01051057","equip","紫神仙之服(女款)"
"1365","01051058","equip","黑神仙之服(女款)"
"1366","01452010","equip","青神弓"
"1367","01050072","equip","绿神仙之服(男款)"
"1368","01050073","equip","蓝神仙之服(男款)"
"1369","01050074","equip","黑神仙之服(男款)"
"1370","01412009","equip","大力神之斧"
"1371","01332022","equip","小妖精刀"
"1372","01051077","equip","黄白银铠甲"
"1373","01051078","equip","红白银铠甲"
"1374","01051079","equip","蓝白银铠甲"
"1375","01051080","equip","黑白银铠甲"
"1376","01002327","equip","褐色海盗帽"
"1377","01002328","equip","绿色海盗帽"
"1378","01002329","equip","红色海盗帽"
"1379","01002330","equip","黑色海盗帽"
"1380","01050088","equip","红疾风服"
"1381","01050089","equip","蓝疾风服"
"1382","01050090","equip","绿疾风服"
"1383","01050091","equip","黑疾风服"
"1384","01072196","equip","黄鳞甲靴"
"1385","01072197","equip","紫鳞甲靴"
"1386","01072198","equip","银鳞甲靴"
"1387","01312010","equip","黄金斧"
"1388","04001019","material","通天塔魔法石觉醒卷轴"
"1389","01472031","equip","龙之拳"
"1390","100000063","material","装备碎片"
"1391","01302013","equip","红色鞭子"
"1392","100000064","material","稀有装备碎片"
"1393","01302013_0","equip","真·红色鞭子"
"1394","01702048","fashion","洗澡用手巾"
"1395","01702047","fashion","雪杖"
"1396","01702049","fashion","雪人手套"
"1397","01702050","fashion","手机"
"1398","01702051","fashion","灯笼"
"1399","01702055","fashion","征战弓"
"1400","01702056","fashion","黄色电吉他"
"1401","01702057","fashion","蓝色电吉他"
"1402","01702058","fashion","如来神掌"
"1403","01702059","fashion","仙人掌"
"1404","01702060","fashion","闪耀之弓"
"1405","01702061","fashion","烈焰神拳"
"1406","01702062","fashion","寒冰神拳"
"1407","01702063","fashion","剪刀"
"1408","01702064","fashion","石头"
"1409","01702065","fashion","布"
"1410","01702066","fashion","校园风拎包"
"1411","01702070","fashion","运动护带"
"1412","01702072","fashion","闪光大剑"
"1413","01702073","fashion","蓝闪耀之弩"
"1414","01702074","fashion","粉红闪耀之弩"
"1415","01702078","fashion","芭蕉扇"
"1416","01702079","fashion","蓝色激光剑"
"1417","01702080","fashion","绿色激光剑"
"1418","01702081","fashion","紫色激光剑"
"1419","01702082","fashion","天琴弓"
"1420","100000066","consume","钻石礼包"
"1421","100000067","consume","赞助币盒子(100)"
"1422","100000068","consume","赞助币盒子(1000)"
"1423","04001399","material","魔王蝙蝠怪封印石"
"1424","01302112","equip","蝙蝠怪的汤勺"
"1425","01302113","equip","蝙蝠怪的坲罗剑"
"1426","01312043","equip","蝙蝠怪的双利刃斧"
"1427","01312042","equip","蝙蝠怪的花灵之斧"
"1428","01322068","equip","蝙蝠怪的钉头锤"
"1429","01322069","equip","蝙蝠怪的毁灭之锤"
"1430","01322084","equip","没名字"
"1431","01332085","equip","蝙蝠怪的黑精灵拳刃"
"1432","01332086","equip","蝙蝠怪的可撒之剑"
"1433","01332087","equip","蝙蝠怪的霸杰之刃"
"1434","01372050","equip","蝙蝠怪的圣令牌"
"1435","01382066","equip","蝙蝠怪的魔灵之魂"
"1436","01382067","equip","蝙蝠怪的怒涛之杖"
"1437","01402056","equip","蝙蝠怪的青云剑"
"1438","01402057","equip","蝙蝠怪的亚历山大之剑"
"1439","01402058","equip","蝙蝠怪的斩魔刀"
"1440","01402059","equip","蝙蝠怪的双手镭剑"
"1441","01412038","equip","蝙蝠怪的大力神之斧"
"1442","01412039","equip","蝙蝠怪的格洛斧"
"1443","01422042","equip","蝙蝠怪的雷神之锤"
"1444","01422043","equip","蝙蝠怪的镭奥钉锤"
"1445","01432054","equip","蝙蝠怪的奥丁手戟"
"1446","01432055","equip","蝙蝠怪的佛罗利刃"
"1447","01442074","equip","蝙蝠怪的月神刀"
"1448","01442075","equip","蝙蝠怪的飞翔斧"
"1449","01452067","equip","蝙蝠怪的火焰艾伦弓"
"1450","01452068","equip","蝙蝠怪的黄金艾伦弓"
"1451","01452069","equip","蝙蝠怪的黑色艾伦弓"
"1452","01452070","equip","蝙蝠怪的梅杜斯"
"1453","01462059","equip","蝙蝠怪的沧海弩弓"
"1454","01462060","equip","蝙蝠怪的炎帝弩弓"
"1455","03010126","chair","蝙蝠魔王座"
"1456","01002986","equip","蝙蝠怪面具"
"1457","01372051","equip","蝙蝠怪的凤凰短杖"
"1458","102000000","consume","小型经验秘药"
"1459","100000069","consume","快乐百宝券"
"1460","01302023","equip","六脉神剑"
"1461","01302024","equip","废报纸卷"
"1462","01302025","equip","红雨伞"
"1463","01302026","equip","黑雨伞"
"1464","01302027","equip","绿雨伞"
"1465","01302028","equip","紫雨伞"
"1466","01302029","equip","褐雨伞"
"1467","01302037","equip","小号"
"1468","01302049","equip","光线鞭子"
"1469","01302061","equip","蔓藤鞭子"
"1470","01302071","equip","粉色花边游泳圈"
"1471","01302084","equip","火柴"
"1472","01302085","equip","叉子"
"1473","01302087","equip","火炬"
"1474","01302128","equip","绿火柴"
"1475","01312012","equip","乾坤圈"
"1476","01312013","equip","判官笔"
"1477","01312014","equip","阎王笔"
"1478","01322003","equip","棒棒果"
"1479","01322006","equip","钢管"
"1480","01322007","equip","皮制手提包"
"1481","01322008","equip","007提包"
"1482","01322010","equip","方形铁铲"
"1483","01322011","equip","三角铁铲"
"1484","01322012","equip","红色砖头"
"1485","01322021","equip","黑游泳圈"
"1486","01322022","equip","红花纹游泳圈"
"1487","01322023","equip","蓝花纹游泳圈"
"1488","01322024","equip","紫游泳圈"
"1489","01322025","equip","救命游泳圈"
"1490","01322027","equip","米伽勒的平底锅"
"1491","01322031","equip","葵花宝典"
"1492","01332021","equip","乌龙茶"
"1493","01332030","equip","团扇"
"1494","01322032","fashion","没名字"
"1495","01372008","equip","红日折扇"
"1496","01372017","equip","领路灯"
"1497","01382015","equip","毒蘑菇"
"1498","01382016","equip","香菇"
"1499","01402013","equip","白日剑"
"1500","01402029","equip","鬼刺狼牙棒"
"1501","01402063","equip","樱花伞"
"1502","01432009","equip","木精灵枪"
"1503","01432013","equip","南瓜枪"
"1504","01432015","equip","红色滑雪板"
"1505","01432016","equip","橙色滑雪板"
"1506","01432017","equip","绿色滑雪板"
"1507","01432018","equip","蓝色滑雪板"
"1508","01432046","equip","圣诞树手杖"
"1509","01442004","equip","拖把"
"1510","01442011","equip","冲浪板"
"1511","01442018","equip","冻冻鱼"
"1512","01442021","equip","黄拖把"
"1513","01442022","equip","白拖把"
"1514","01442023","equip","黑拖把"
"1515","01442054","equip","红色滑水板"
"1516","01442055","equip","绿色滑水板"
"1517","01442056","equip","蓝色滑水板"
"1518","01442057","equip","紫色滑水板"
"1519","01442065","equip","蓝色冲浪板"
"1520","01442066","equip","红色冲浪板"
"1521","03010001","chair","蓝色木椅"
"1522","03010002","chair","绿色时尚转椅"
"1523","03010003","chair","红色时尚转椅"
"1524","03010004","chair","黄蓝休闲椅"
"1525","03010005","chair","红蓝休闲椅"
"1526","03010006","chair","黄色时尚转椅"
"1527","03010007","chair","粉色海豹靠垫"
"1528","03010008","chair","蓝色海豹靠垫"
"1529","03010009","chair","榻榻凳"
"1530","03010010","chair","白色海豹靠垫"
"1531","03010012","chair","战士王座"
"1532","03010013","chair","粉红海滩遮阳椅"
"1533","03010014","chair","月亮弯"
"1534","03010016","chair","黑色海豹靠垫"
"1535","03010017","chair","金色海豹靠垫"
"1536","03010018","chair","椰子树沙滩椅"
"1537","03010019","chair","寿司椅"
"1538","03010029","chair","蓝环凳"
"1539","03010030","chair","黑环凳"
"1540","03010031","chair","红环凳"
"1541","03010032","chair","黄环凳"
"1542","03010033","chair","绿环凳"
"1543","03010034","chair","悠长假期(红色)"
"1544","03010035","chair","悠长假期(蓝色)"
"1545","03010036","chair","浪漫秋千"
"1546","03010039","chair","没名字"
"1547","03010040","chair","蝙蝠椅"
"1548","102000001","consume","中型经验秘药"
"1549","102000002","consume","大级经验秘药"
"1550","01302056","equip","一刀两断"
"1551","01302018","equip","汤勺"
"1552","03010021","chair","没名字"
"1553","03010022","chair","没名字"
"1554","03010023","chair","没名字"
"1555","03010024","chair","没名字"
"1556","03010025","chair","没名字"
"1557","03010026","chair","没名字"
"1558","03010027","chair","没名字"
"1559","03010028","chair","没名字"
"1560","03010037","chair","没名字"
"1561","03010038","chair","没名字"
"1562","03010041","chair","没名字"
"1563","03010042","chair","没名字"
"1564","03010043","chair","没名字"
"1565","03010044","chair","没名字"
"1566","03010045","chair","没名字"
"1567","03010046","chair","没名字"
"1568","03010047","chair","没名字"
"1569","03010048","chair","没名字"
"1570","03010049","chair","没名字"
"1571","03010050","chair","没名字"
"1572","03010051","chair","没名字"
"1573","03010052","chair","没名字"
"1574","03010053","chair","没名字"
"1575","03010054","chair","没名字"
"1576","03010055","chair","没名字"
"1577","03010056","chair","没名字"
"1578","03010057","chair","没名字"
"1579","03010058","chair","没名字"
"1580","03010059","chair","没名字"
"1581","03010060","chair","没名字"
"1582","03010061","chair","没名字"
"1583","03010062","chair","没名字"
"1584","03010063","chair","没名字"
"1585","03010064","chair","没名字"
"1586","03010065","chair","没名字"
"1587","03010066","chair","没名字"
"1588","03010067","chair","没名字"
"1589","03010068","chair","没名字"
"1590","03010069","chair","没名字"
"1591","03010070","chair","没名字"
"1592","03010071","chair","神兽椅"
"1593","03010072","chair","没名字"
"1594","03010073","chair","没名字"
"1595","03010074","chair","没名字"
"1596","03010075","chair","没名字"
"1597","03010076","chair","没名字"
"1598","03010077","chair","没名字"
"1599","03010078","chair","没名字"
"1600","03010079","chair","没名字"
"1601","03010080","chair","没名字"
"1602","03010081","chair","没名字"
"1603","03010082","chair","没名字"
"1604","03010083","chair","没名字"
"1605","03010084","chair","没名字"
"1606","03010085","chair","没名字"
"1607","03010086","chair","没名字"
"1608","03010087","chair","没名字"
"1609","03010088","chair","没名字"
"1610","03010089","chair","没名字"
"1611","03010090","chair","没名字"
"1612","03010091","chair","没名字"
"1613","03010092","chair","没名字"
"1614","03010093","chair","没名字"
"1615","03010094","chair","没名字"
"1616","03010095","chair","没名字"
"1617","03010096","chair","没名字"
"1618","03010097","chair","没名字"
"1619","03010098","chair","没名字"
"1620","03010099","chair","没名字"
"1621","03010100","chair","没名字"
"1622","01442017","equip","赤血雪板"
"1623","01322028","equip","钉头锤"
"1624","01422012","equip","雷神之锤"
"1625","01432010","equip","奥丁手戟"
"1626","01442019","equip","月神刀"
"1627","01382008","equip","魔灵之魂"
"1628","01402005","equip","斩魔刀"
"1629","01402035","equip","斩天刀"
"1630","01312015","equip","战魂之斧"
"1631","01312030","equip","烛影摇红"
"1632","01412010","equip","项羽之斧"
"1633","01322029","equip","雷神钉"
"1634","01322045","equip","震雷钉"
"1635","01422013","equip","狮子之魂"
"1636","01422027","equip","泰坦之锤"
"1637","01432011","equip","寒冰破魔枪"
"1638","01432030","equip","红莲落神枪"
"1639","01442020","equip","巨灵开山斧"
"1640","01442044","equip","战魂斗杀戟"
"1641","01452025","equip","蓝色梅杜斯"
"1642","01452019","equip","天鹰弓(白)"
"1643","01462018","equip","红炎神机弩"
"1644","01462016","equip","金圣鹞弩(黄)"
"1645","01332027","equip","飞羽刃"
"1646","01332052","equip","阴风碎魂刃"
"1647","01332051","equip","黄金双牙钩"
"1648","01472033","equip","虎纹拳套"
"1649","01472053","equip","逆龙咆哮拳"
"1650","01372009","equip","慈悲为怀"
"1651","01372010","equip","嗜魂法杖"
"1652","01382037","equip","偃月之杖"
"1653","01382035","equip","冰肌玲珑杖"
"1654","01302018_s","equip","强化汤勺"
"1655","01302023_s","equip","强化六脉神剑"
"1656","01302056_s","equip","强化一刀两断"
"1657","01302059_s","equip","强化狂龙闪电剑"
"1658","01302081_s","equip","强化破甲剑"
"1659","01402004_s","equip","强化青云剑"
"1660","01402005_s","equip","强化斩魔刀"
"1661","01402035_s","equip","强化斩天刀"
"1662","01402036_s","equip","强化飞龙巨剑"
"1663","01402046_s","equip","强化玄冥剑"
"1664","01312015_s","equip","强化玄冥剑"
"1665","01312030_s","equip","强化烛影摇红"
"1666","01312031_s","equip","强化狂龙怒斩"
"1667","01312037_s","equip","强化断蚺斧"
"1668","01312011_s","equip","强化花灵之斧"
"1669","01412009_s","equip","强化大力神之斧"
"1670","01412010_s","equip","强化项羽之斧"
"1671","01412021_s","equip","强化龙魂祭"
"1672","01412026_s","equip","强化龙魂祭"
"1673","01412033_s","equip","强化碎鼋斧"
"1674","01322028_s","equip","强化钉头锤"
"1675","01322029_s","equip","强化雷神钉"
"1676","01322045_s","equip","强化震雷钉"
"1677","01322052_s","equip","强化狂龙地锤"
"1678","01322060_s","equip","强化惊破天"
"1679","01422012_s","equip","强化雷神之锤"
"1680","01422013_s","equip","强化狮子之魂"
"1681","01422027_s","equip","强化泰坦之锤"
"1682","01422028_s","equip","强化金龙轰天锤"
"1683","01422037_s","equip","强化威震天"
"1684","01432010_s","equip","强化奥丁手戟"
"1685","01432011_s","equip","强化寒冰破魔枪"
"1686","01432030_s","equip","强化红莲落神枪"
"1687","01432038_s","equip","强化盘龙七冲枪"
"1688","01432047_s","equip","强化显圣枪"
"1689","01442019_s","equip","强化月神刀"
"1690","01442020_s","equip","强化巨灵开山斧"
"1691","01442044_s","equip","强化战魂斗杀戟"
"1692","01442045_s","equip","强化血龙神斧"
"1693","01442063_s","equip","强化神光戟"
"1694","01452015_s","equip","强化玄武弓"
"1695","01452025_s","equip","强化蓝色梅杜斯"
"1696","01452019_s","equip","强化天鹰弓(白)"
"1697","01452044_s","equip","强化金龙振翅弓"
"1698","01452057_s","equip","强化惊电弓"
"1699","01462013_s","equip","强化黑暗弩弓"
"1700","01462018_s","equip","强化红炎神机弩"
"1701","01462016_s","equip","强化金圣鹞弩(黄)"
"1702","01462039_s","equip","强化黄金飞龙弩"
"1703","01462050_s","equip","强化冥雷弩"
"1704","01332022_s","equip","强化小妖精刀"
"1705","01332027_s","equip","强化飞羽刃"
"1706","01332052_s","equip","强化阴风碎魂刃"
"1707","01332050_s","equip","强化半月龙鳞裂"
"1708","01332074_s","equip","强化断首刃"
"1709","01472031_s","equip","强化龙之拳"
"1710","01472033_s","equip","强化虎纹拳套"
"1711","01472053_s","equip","强化虎纹拳套"
"1712","01472051_s","equip","强化寒木升龙拳"
"1713","01472068_s","equip","强化大悲赋"
"1714","01372016_s","equip","强化凤凰短杖"
"1715","01372009_s","equip","强化慈悲为怀"
"1716","01372010_s","equip","强化嗜魂法杖"
"1717","01372032_s","equip","强化佘太君龙杖"
"1718","01372044_s","equip","强化蝶翼杖"
"1719","01382008_s","equip","强化魔灵之魂"
"1720","01382035_s","equip","强化冰肌玲珑杖"
"1721","01382037_s","equip","强化偃月之杖"
"1722","01382036_s","equip","强化黑精灵王杖"
"1723","01382057_s","equip","强化冰轮杖"
"1724","01422010","equip","封魂之锤"
"1725","01322019","equip","暴风锤"
"1726","01051054_0","equip","褐天上之衣(女款)"
"1727","01050068_0","equip","红天上之衣(男款)"
"1728","03010110","chair","舒适大白熊椅子"
"1729","03010454","chair","爱心云朵椅"
"1730","01092000","equip","钢盾"
"1731","01092002","equip","红十字盾牌"
"1732","01092003","equip","木盾"
"1733","01332006","equip","战斗短刀"
"1734","01051000","equip","钢铁铠甲"
"1735","01041027","equip","红硬皮装"
"1736","01041028","equip","紫硬皮装"
"1737","01061024","equip","绿硬皮裙"
"1738","01061025","equip","红硬皮裙"
"1739","01061026","equip","紫硬皮裙"
"1740","01072019","equip","蓝宝石鞋"
"1741","01072020","equip","紫宝石鞋"
"1742","01072021","equip","红宝石鞋"
"1743","01432001","equip","叉枪"
"1744","01072011","equip","锂矿战斗鞋"
"1745","01412021","equip","伐木斧"
"1746","01002613","equip","水手帽"
"1747","01002616","equip","水兵头巾"
"1748","01002619","equip","兵长头巾"
"1749","01422000","equip","木锤"
"1750","01041025","equip","粉红锦丝紧身衣"
"1751","01041026","equip","黄锦丝紧身衣"
"1752","01060027","equip","褐色铁板裤子"
"1753","01002005","equip","钢制骑士头盔"
"1754","01041008","equip","绿皮制旅行服"
"1755","01061006","equip","绿旅行皮裙"
"1756","01072072","equip","银飘风鞋"
"1757","01072073","equip","黄飘风鞋"
"1758","01072074","equip","黑飘风鞋"
"1759","01050005","equip","蓝剑道服"
"1760","01050006","equip","红剑道服"
"1761","01050007","equip","白剑道服"
"1762","01052104","equip","海盗头目装"
"1763","01372012","equip","水晶短杖"
"1764","01092004","equip","骷髅盾"
"1765","01092005","equip","木制圆盾"
"1766","01092006","equip","锂矿圆盾"
"1767","01092007","equip","战斗盾牌"
"1768","01092008","equip","锅盖"
"1769","01092009","equip","古老木盾"
"1770","01092010","equip","古老银盾"
"1771","01092011","equip","古老朱矿盾"
"1772","01092012","equip","钢铁方盾"
"1773","01092013","equip","锂矿方盾"
"1774","01092014","equip","朱矿方盾"
"1775","01092015","equip","钢铁古盾牌"
"1776","01092016","equip","银古盾牌"
"1777","01092017","equip","黄金古盾牌"
"1778","01092018","equip","飞侠盾牌"
"1779","01092019","equip","褐色飞侠盾牌"
"1780","01092020","equip","黑色飞侠盾牌"
"1781","01092021","equip","光子盾"
"1782","01092023","equip","铜狮鹫盾"
"1783","01092024","equip","银狮鹫盾"
"1784","01092025","equip","金狮鹫盾"
"1785","01092026","equip","铜圣十字盾"
"1786","01092027","equip","银圣十字盾"
"1787","01092028","equip","金圣十字盾"
"1788","01092029","equip","电磁光盾"
"1789","01472016","equip","朱矿护腕"
"1790","01041081","equip","白女贵族服"
"1791","01041082","equip","褐女贵族服"
"1792","01041083","equip","黑女贵族服"
"1793","01402003","equip","虎剑"
"1794","01402001","equip","木剑"
"1795","01060012","equip","蓝修炼裤"
"1796","01060013","equip","灰修炼裤"
"1797","01060014","equip","黑伽蓝裤"
"1798","01060015","equip","白伽蓝裤"
"1799","01041044","equip","赤夜"
"1800","01041045","equip","黄夜"
"1801","01061037","equip","赤夜裤"
"1802","01061038","equip","黄夜裤"
"1803","01002117","equip","红箭翎帽"
"1804","01002118","equip","蓝箭翎帽"
"1805","01002119","equip","绿箭翎帽"
"1806","01002120","equip","黑箭翎帽"
"1807","01002121","equip","褐箭翎帽"
"1808","01402009","equip","木球棍"
"1809","01322000","equip","铁瓜锤"
"1810","01041015","equip","黑棉制紧身衣"
"1811","01041016","equip","绿棉制紧身衣"
"1812","01041017","equip","紫锦丝紧身衣"
"1813","01041018","equip","绿锦丝紧身衣"
"1814","01061012","equip","紫锦丝紧身裙"
"1815","01061013","equip","绿锦丝紧身裙"
"1816","01041062","equip","黄皮制旅行服"
"1817","01041063","equip","黑皮制旅行服"
"1818","01061058","equip","褐旅行皮裙"
"1819","01061059","equip","灰旅行皮裙"
"1820","01002033","equip","狗皮帽"
"1821","01002010","equip","褐色高级皮帽"
"1822","01432005","equip","双天戟"
"1823","01412012","equip","伐木斧"
"1824","01072285","equip","水手拖鞋"
"1825","01040013","equip","白线青T恤"
"1826","01041012","equip","黄色红线短T"
"1827","01060004","equip","灰色橡胶裤"
"1828","01060007","equip","蓝马裤"
"1829","01061009","equip","绿色旅行裙"
"1830","01002610","equip","水手头巾"
"1831","01052095","equip","小海盗套装"
"1832","01072004","equip","白橡胶鞋"
"1833","01002043","equip","青铜头盔"
"1834","01432000","equip","长枪"
"1835","01452024","equip","没名字"
"1836","01002019","equip","白头巾"
"1837","01412001","equip","铁斧"
"1838","01072023","equip","褐安全鞋"
"1839","01072024","equip","黑安全鞋"
"1840","01072007","equip","褐旅行鞋"
"1841","01061014","equip","红皮甲裤"
"1842","01002008","equip","褐色皮帽"
"1843","01061027","equip","黑伽蓝裙"
"1844","01061028","equip","白伽蓝裙"
"1845","01041014","equip","黄皮制铠甲"
"1846","01372013","equip","竹杖"
"1847","01402018","equip","幻木剑"
"1848","01040014","equip","橙色运动T恤"
"1849","01052098","equip","海盗套装"
"1850","01322034","equip","铁棍"
"1851","01312006","equip","大斧"
"1852","01322017","equip","旋风锤"
"1853","01402010","equip","铝球棍"
"1854","01472017","equip","黑护腕"
"1855","01072300","equip","钩魂铁脚"
"1856","01041013","equip","绿硬皮装"
"1857","01002064","equip","孙悟空青铜头箍"
"1858","01002065","equip","孙悟空钢制头箍"
"1859","01432003","equip","刺枪"
"1860","01402006","equip","高原之剑"
"1861","01412005","equip","格斗斧"
"1862","01472006","equip","朱矿指虎"
"1863","01002097","equip","黄星头巾"
"1864","01472009","equip","锂矿斗拳"
"1865","01472012","equip","银守护拳套"
"1866","01002039","equip","青铜头盔"
"1867","01002040","equip","锂矿帽"
"1868","01041061","equip","黄旅行服"
"1869","01302006","equip","逆月刀"
"1870","01332008","equip","牙刀"
"1871","01072069","equip","红皮质鞋子"
"1872","01002027","equip","铁制尖头具"
"1873","01041029","equip","黑伽蓝"
"1874","01041030","equip","紫伽蓝"
"1875","01041031","equip","紫硬皮装"
"1876","01061016","equip","红十字军裙"
"1877","01061015","equip","蓝骑士裙"
"1878","01061017","equip","绿十字军裙"
"1879","01061018","equip","褐十字军裙"
"1880","01061019","equip","天蓝骑士裙"
"1881","01061020","equip","红皮甲裤"
"1882","01302022","equip","竹刀"
"1883","01051010","equip","黑护身铠甲"
"1884","01051011","equip","红护身铠甲"
"1885","01051012","equip","蓝护身铠甲"
"1886","01051013","equip","黄护身铠甲"
"1887","01422001","equip","锂矿锤"
"1888","01072112","equip","蓝铁头鞋"
"1889","01072113","equip","黑铁头鞋"
"1890","01462006","equip","白银弩"
"1891","01051009","equip","紫飞影甲"
"1892","01332003","equip","破碎刃"
"1893","01060051","equip","红暗影之裤"
"1894","01060052","equip","黑暗影之裤"
"1895","01040062","equip","红暗影之服"
